0	1.49666e-10
1.17662e-08	-6.01855e-11
2.35324e-08	-1.34436e-10
3.52986e-08	-1.85726e-10
4.70648e-08	-2.27195e-10
5.88309e-08	-1.10799e-10
7.05971e-08	-2.57437e-11
8.23633e-08	2.08578e-11
9.41295e-08	-3.05205e-11
1.05896e-07	-9.63105e-11
1.17662e-07	-7.01348e-11
1.29428e-07	-1.10357e-10
1.41194e-07	-1.19757e-10
1.5296e-07	-1.54574e-10
1.64727e-07	-1.54024e-10
1.76493e-07	-7.74007e-11
1.88259e-07	2.09873e-10
2.00025e-07	1.02829e-09
2.11791e-07	2.68142e-09
2.23558e-07	3.72541e-09
2.35324e-07	3.5672e-09
2.4709e-07	3.71892e-09
2.58856e-07	3.79506e-09
2.70622e-07	3.77032e-09
2.82389e-07	3.62933e-09
2.94155e-07	3.58156e-09
3.05921e-07	3.32993e-09
3.17687e-07	3.26559e-09
3.29453e-07	3.23647e-09
3.41219e-07	3.29092e-09
3.52986e-07	3.02766e-09
3.64752e-07	3.21404e-09
3.76518e-07	3.33041e-09
3.88284e-07	3.32527e-09
4.0005e-07	3.12873e-09
4.11817e-07	2.85189e-09
4.23583e-07	2.89561e-09
4.35349e-07	3.03112e-09
4.47115e-07	2.88901e-09
4.58881e-07	2.81167e-09
4.70648e-07	3.04511e-09
4.82414e-07	3.07069e-09
4.9418e-07	2.92223e-09
5.05946e-07	2.93227e-09
5.17712e-07	3.12149e-09
5.29478e-07	3.09185e-09
5.41245e-07	2.90193e-09
5.53011e-07	2.4221e-09
5.64777e-07	1.63675e-09
5.76543e-07	2.06022e-10
5.88309e-07	8.67121e-11
6.00076e-07	1.03044e-10
6.11842e-07	4.63229e-11
6.23608e-07	-8.52814e-12
6.35374e-07	-7.19984e-11
6.4714e-07	-6.29658e-12
6.58907e-07	8.0045e-11
6.70673e-07	5.82112e-11
6.82439e-07	1.00089e-10
6.94205e-07	1.27814e-10
7.05971e-07	1.77352e-10
7.17738e-07	2.33285e-10
7.29504e-07	2.74223e-10
7.4127e-07	2.6026e-10
