Ãß≤Ÿñº          = 231206008-1.xqdx
∫“›ƒÇP          = 
∫“›ƒÇQ          = 
∫“›ƒÇR          = 
Ãﬂ€Ãß≤Ÿï\é¶    = Ãﬂ€Ãß≤ŸÇÇªÇÃÇ‹Ç‹ï\é¶
Yé≤íPà              = [nm]
√ﬁ∞¿êî            = 4096
Xé≤√ﬁ∞¿    Yé≤√ﬁ∞¿
*****
  0.00000E+000,7.67254E+000
  1.19165E-001,7.67189E+000
  2.38331E-001,7.67124E+000
  3.57496E-001,7.67059E+000
  4.76661E-001,7.66994E+000
  5.95826E-001,7.66929E+000
  7.14992E-001,7.66865E+000
  8.34157E-001,7.66800E+000
  9.53322E-001,7.66735E+000
  1.07249E+000,7.66670E+000
  1.19165E+000,7.66605E+000
  1.31082E+000,7.66540E+000
  1.42998E+000,7.66475E+000
  1.54915E+000,7.66410E+000
  1.66831E+000,7.66345E+000
  1.78748E+000,7.66280E+000
  1.90664E+000,7.66215E+000
  2.02581E+000,7.66150E+000
  2.14497E+000,7.66085E+000
  2.26414E+000,7.66020E+000
  2.38331E+000,7.65955E+000
  2.50247E+000,7.65890E+000
  2.62164E+000,7.65825E+000
  2.74080E+000,7.65760E+000
  2.85997E+000,7.65695E+000
  2.97913E+000,7.65630E+000
  3.09830E+000,7.65565E+000
  3.21746E+000,7.65500E+000
  3.33663E+000,7.65435E+000
  3.45579E+000,7.65370E+000
  3.57496E+000,7.65305E+000
  3.69412E+000,7.65240E+000
  3.81329E+000,7.65176E+000
  3.93245E+000,7.65111E+000
  4.05162E+000,7.65046E+000
  4.17078E+000,7.64981E+000
  4.28995E+000,7.64916E+000
  4.40912E+000,7.64851E+000
  4.52828E+000,7.64786E+000
  4.64745E+000,7.64721E+000
  4.76661E+000,7.64656E+000
  4.88578E+000,7.64591E+000
  5.00494E+000,7.64526E+000
  5.12411E+000,7.64461E+000
  5.24327E+000,7.64396E+000
  5.36244E+000,7.64331E+000
  5.48160E+000,7.64266E+000
  5.60077E+000,7.64201E+000
  5.71993E+000,7.64136E+000
  5.83910E+000,7.64071E+000
  5.95826E+000,7.64006E+000
  6.07743E+000,7.63941E+000
  6.19659E+000,7.63876E+000
  6.31576E+000,7.63811E+000
  6.43492E+000,7.63746E+000
  6.55409E+000,7.63681E+000
  6.67326E+000,7.63616E+000
  6.79242E+000,7.63551E+000
  6.91159E+000,7.63487E+000
  7.03075E+000,7.63422E+000
  7.14992E+000,7.63357E+000
  7.26908E+000,7.63292E+000
  7.38825E+000,7.63227E+000
  7.50741E+000,7.63162E+000
  7.62658E+000,7.63097E+000
  7.74574E+000,7.63032E+000
  7.86491E+000,7.62967E+000
  7.98407E+000,7.62902E+000
  8.10324E+000,7.62837E+000
  8.22240E+000,7.62772E+000
  8.34157E+000,7.62707E+000
  8.46073E+000,7.62642E+000
  8.57990E+000,7.62577E+000
  8.69906E+000,7.62512E+000
  8.81823E+000,7.62447E+000
  8.93740E+000,7.62382E+000
  9.05656E+000,7.62317E+000
  9.17573E+000,7.62252E+000
  9.29489E+000,7.62187E+000
  9.41406E+000,7.62122E+000
  9.53322E+000,7.62057E+000
  9.65239E+000,7.61992E+000
  9.77155E+000,7.61927E+000
  9.89072E+000,7.61862E+000
  1.00099E+001,7.61798E+000
  1.01290E+001,7.61733E+000
  1.02482E+001,7.61668E+000
  1.03674E+001,7.61603E+000
  1.04865E+001,7.61538E+000
  1.06057E+001,7.61473E+000
  1.07249E+001,7.61408E+000
  1.08440E+001,7.61343E+000
  1.09632E+001,7.61278E+000
  1.10824E+001,7.61213E+000
  1.12015E+001,7.61148E+000
  1.13207E+001,7.61083E+000
  1.14399E+001,7.61018E+000
  1.15590E+001,7.60953E+000
  1.16782E+001,7.60888E+000
  1.17974E+001,7.60823E+000
  1.19165E+001,7.60758E+000
  1.20357E+001,7.60693E+000
  1.21549E+001,7.60628E+000
  1.22740E+001,7.60563E+000
  1.23932E+001,7.60498E+000
  1.25124E+001,7.60433E+000
  1.26315E+001,7.60368E+000
  1.27507E+001,7.60303E+000
  1.28698E+001,7.60238E+000
  1.29890E+001,7.60173E+000
  1.31082E+001,7.60109E+000
  1.32273E+001,7.60044E+000
  1.33465E+001,7.59979E+000
  1.34657E+001,7.59914E+000
  1.35848E+001,7.59849E+000
  1.37040E+001,7.59784E+000
  1.38232E+001,7.59719E+000
  1.39423E+001,7.59654E+000
  1.40615E+001,7.59589E+000
  1.41807E+001,7.59524E+000
  1.42998E+001,7.59459E+000
  1.44190E+001,7.59394E+000
  1.45382E+001,7.59329E+000
  1.46573E+001,7.59264E+000
  1.47765E+001,7.59199E+000
  1.48957E+001,7.59134E+000
  1.50148E+001,7.59069E+000
  1.51340E+001,7.59004E+000
  1.52532E+001,7.58939E+000
  1.53723E+001,7.58874E+000
  1.54915E+001,7.58809E+000
  1.56107E+001,7.58744E+000
  1.57298E+001,7.58679E+000
  1.58490E+001,7.58614E+000
  1.59681E+001,7.58549E+000
  1.60873E+001,7.58484E+000
  1.62065E+001,7.58420E+000
  1.63256E+001,7.58355E+000
  1.64448E+001,7.58290E+000
  1.65640E+001,7.58225E+000
  1.66831E+001,7.58160E+000
  1.68023E+001,7.58095E+000
  1.69215E+001,7.58030E+000
  1.70406E+001,7.57965E+000
  1.71598E+001,7.57900E+000
  1.72790E+001,7.57835E+000
  1.73981E+001,7.57770E+000
  1.75173E+001,7.57705E+000
  1.76365E+001,7.57640E+000
  1.77556E+001,7.57575E+000
  1.78748E+001,7.57510E+000
  1.79940E+001,7.57445E+000
